product_id,name,category,price,description
816,Realme C35,Smartphones,3749750.00,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.
817,Realme X,Smartphones,7499750.00,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.
818,Realme XT,Smartphones,8749750.00,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts."
819,Samsung Galaxy S7,Smartphones,7499750.00,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance."
820,Samsung Galaxy S8,Smartphones,12499750.00,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology."
821,Samsung Galaxy S10,Smartphones,17499750.00,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology."
822,Vivo S1,Smartphones,6249750.00,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality."
823,Vivo V9,Smartphones,7499750.00,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design."
824,Vivo X21,Smartphones,12499750.00,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities."
825,American Football,Fitness,499749.00,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport."
826,Baseball Ball,Fitness,224750.00,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball."
827,Baseball Glove,Fitness,624750.00,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game."
828,Basketball,Fitness,374750.00,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play."
829,Basketball Rim,Fitness,999750.00,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.
830,Cricket Ball,Fitness,324750.00,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play."
831,Cricket Bat,Camping,749750.00,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.
832,Cricket Helmet,Cycling,1124750.00,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers."
833,Cricket Wicket,Camping,749750.00,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs."
834,Feather Shuttlecock,Camping,149750.00,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches."
835,Football,Fitness,449749.00,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game."
836,Golf Ball,Fitness,249750.00,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club."
837,Iron Golf,Camping,1249750.00,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques."
838,Metal Baseball Bat,Fitness,749750.00,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.
839,Tennis Ball,Fitness,174750.00,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.
840,Tennis Racket,Camping,1249750.00,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball."
841,Volleyball,Fitness,299750.00,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches."
842,Black Sun Glasses,Clothing,749750.00,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look."
843,Classic Sun Glasses,Clothing,624750.00,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.
844,Green and Black Glasses,Clothing,874750.00,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching."
845,Party Glasses,Clothing,499749.00,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations."
846,Sunglasses,Clothing,574750.00,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.
847,iPad Mini 2021 Starlight,Laptops,12499750.00,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience."
848,Samsung Galaxy Tab S8 Plus Grey,Laptops,14999750.00,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment."
849,Samsung Galaxy Tab White,Laptops,8749750.00,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks."
850,Blue Frock,Clothing,749750.00,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe."
851,Girl Summer Dress,Clothing,499749.00,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer."
852,Gray Dress,Clothing,874750.00,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual."
853,Short Frock,Clothing,624750.00,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look."
854,Tartan Dress,Clothing,999750.00,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm."
855,Blue Women's Handbag,Bags,1249750.00,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality."
856,Heshe Women's Leather Bag,Bags,3249750.00,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory."
857,Prada Women Bag,Bags,14999750.00,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts."
858,White Faux Leather Backpack,Bags,999750.00,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles."
859,Women Handbag Black,Bags,1499750.00,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe."
860,Black Women's Gown,Clothing,3249750.00,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style."
861,Corset Leather With Skirt,Clothing,2249750.00,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event."
862,Corset With Black Skirt,Clothing,1999749.00,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.
863,Dress Pea,Clothing,1249750.00,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear."
864,Marni Red & Black Suit,Clothing,4499750.00,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look."
865,Green Crystal Earring,Bags,749750.00,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions."
866,Green Oval Earring,Bags,624750.00,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece."
867,Tropical Earring,Bags,499749.00,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look."
868,Black & Brown Slipper,Shoes,499749.00,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation."
869,Calvin Klein Heel Shoes,Shoes,1999749.00,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble."
870,Golden Shoes Woman,Shoes,1249750.00,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit."
871,Pampi Shoes,Shoes,749750.00,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look."
872,Red Shoes,Shoes,874750.00,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe."
873,IWC Ingenieur Automatic Steel,Clothing,124999750.00,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts."
874,Rolex Datejust Women,Clothing,274999750.00,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality."
875,Watch Gold for Women,Clothing,19999750.00,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit."
876,Women's Wrist Watch,Clothing,3249750.00,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles."
877,Uniqlo Oxford Shirt,Clothing,187000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
878,Adidas Ultraboost Light,Shoes,195000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
879,Bellroy Tokyo Tote,Bags,203000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
880,Nike Sportswear Club Hoodie,Clothing,211000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
881,Vans Old Skool,Shoes,219000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
882,Eastpak Padded Pak’r,Bags,227000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
883,Uniqlo Oxford Shirt - White,Clothing,235000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
884,Nike Air Max 270 - White,Shoes,243000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
885,Bellroy Tokyo Tote - White,Bags,251000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
886,Nike Sportswear Club Hoodie - White,Clothing,259000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
887,Converse Chuck 70 High Top - White,Shoes,267000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
888,Eastpak Padded Pak’r - White,Bags,275000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
889,Uniqlo Oxford Shirt - Blue,Clothing,282000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
890,ASICS Gel-Kayano 30 - White,Shoes,290000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
891,Bellroy Tokyo Tote - Blue,Bags,298000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
892,Nike Sportswear Club Hoodie - Blue,Clothing,306000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
893,New Balance 574 Core - Blue,Shoes,314000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
894,Eastpak Padded Pak’r - Blue,Bags,322000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
895,Uniqlo Oxford Shirt - Silver,Clothing,330000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
896,On Cloud 5 - Blue,Shoes,338000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
897,Bellroy Tokyo Tote - Silver,Bags,346000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
898,Nike Sportswear Club Hoodie - Silver,Clothing,354000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
899,Adidas Ultraboost Light - Silver,Shoes,362000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
900,Eastpak Padded Pak’r - Silver,Bags,370000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
901,Uniqlo Oxford Shirt - Green,Clothing,377000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
902,Vans Old Skool - Silver,Shoes,385000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
903,Bellroy Tokyo Tote - Green,Bags,393000.00,"Bags item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
904,Nike Sportswear Club Hoodie - Green,Clothing,401000.00,"Clothing item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
905,Nike Air Max 270 - Green,Shoes,409000.00,"Shoes item from the Fashion catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
906,Instant Pot Duo 7-in-1,Cookers,457000.00,"Cookers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
907,Panasonic FlashXpress Toaster Oven,Ovens,465000.00,"Ovens item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
908,Cosori TurboBlaze Air Fryer,Air Fryers,473000.00,"Air Fryers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
909,LG NeoChef Microwave,Microwaves,481000.00,"Microwaves item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
910,OnePlus 12,Smartphones,489000.00,"Smartphones item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
911,Acer Swift Go 14,Laptops,497000.00,"Laptops item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
912,Nothing Ear 2,Earbuds,505000.00,"Earbuds item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
913,UGREEN Nexode 20000mAh - White,Power Banks,513000.00,"Power Banks item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
914,Sony SRS-XB100 - White,Speakers,521000.00,"Speakers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
915,Panasonic SR-CN188 Rice Cooker - White,Cookers,529000.00,"Cookers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
916,Breville Smart Oven Air Fryer Pro - Blue,Ovens,537000.00,"Ovens item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
917,Ninja Foodi DualZone Air Fryer - Blue,Air Fryers,545000.00,"Air Fryers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
918,Samsung Bespoke Microwave - Blue,Microwaves,552000.00,"Microwaves item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
919,Xiaomi 14 - White,Smartphones,560000.00,"Smartphones item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
920,HP Spectre x360 14 - White,Laptops,568000.00,"Laptops item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
921,Anker Soundcore Liberty 4 NC - White,Earbuds,576000.00,"Earbuds item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
922,Xiaomi Power Bank 20000 - Blue,Power Banks,584000.00,"Power Banks item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
923,Sonos Roam SL - Blue,Speakers,592000.00,"Speakers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
924,Tefal RK732 Rice Cooker - Silver,Cookers,600000.00,"Cookers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
925,Toshiba Convection Toaster Oven - Silver,Ovens,608000.00,"Ovens item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
926,Philips Premium Airfryer XXL - Green,Air Fryers,616000.00,"Air Fryers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
927,Toshiba Smart Sensor Microwave - Green,Microwaves,624000.00,"Microwaves item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
928,Google Pixel 8 Pro - Blue,Smartphones,632000.00,"Smartphones item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
929,ASUS Zenbook 14 OLED - Blue,Laptops,640000.00,"Laptops item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
930,AirPods Pro 2 - Silver,Earbuds,647000.00,"Earbuds item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
931,UGREEN Nexode 20000mAh - Green,Power Banks,655000.00,"Power Banks item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
932,Sony SRS-XB100 - Green,Speakers,663000.00,"Speakers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
933,Cuckoo CRP-P1009S Pressure Rice Cooker - Graphite,Cookers,671000.00,"Cookers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
934,Sharp Superheated Steam Oven - Graphite,Ovens,679000.00,"Ovens item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
935,Tefal Easy Fry Grill & Steam - Graphite,Air Fryers,687000.00,"Air Fryers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
936,Panasonic Inverter Microwave NN-SN966S - Navy,Microwaves,695000.00,"Microwaves item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
937,Samsung Galaxy S24 Ultra - Silver,Smartphones,703000.00,"Smartphones item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
938,Lenovo ThinkPad X1 Carbon - Silver,Laptops,711000.00,"Laptops item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
939,Sony WF-1000XM5 - Green,Earbuds,719000.00,"Earbuds item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
940,Xiaomi Power Bank 20000 - Graphite,Power Banks,727000.00,"Power Banks item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
941,Sonos Roam SL - Graphite,Speakers,735000.00,"Speakers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
942,Zojirushi Neuro Fuzzy Rice Cooker - Natural,Cookers,743000.00,"Cookers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
943,KitchenAid Digital Countertop Oven - Natural,Ovens,750000.00,"Ovens item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
944,Instant Vortex Plus Air Fryer - Natural,Air Fryers,758000.00,"Air Fryers item from the Electronics catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
945,IKEA Kallax Shelf Unit,Storage & Organization,127000.00,"Storage & Organization item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
946,HAY Colour Crate,Decor,135000.00,"Decor item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
947,Lodge Cast Iron Skillet,Kitchen & Dining,143000.00,"Kitchen & Dining item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
948,Dyson Solarcycle Morph Desk Light,Lighting,151000.00,"Lighting item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
949,Umbra Cubiko Wall Organizer,Storage & Organization,159000.00,"Storage & Organization item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
950,Muji Aroma Diffuser,Decor,167000.00,"Decor item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
951,Hario V60 Dripper Set - White,Kitchen & Dining,175000.00,"Kitchen & Dining item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
952,IKEA Tertial Work Lamp - White,Lighting,183000.00,"Lighting item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
953,OXO Pop Container Set - White,Storage & Organization,191000.00,"Storage & Organization item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
954,Yamazaki Rin Side Table - White,Decor,199000.00,"Decor item from the Home & Living catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
955,Garmin Forerunner 265,Running,157000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
956,Wahoo ELEMNT Bolt V2,Cycling,165000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
957,Therm-a-Rest NeoAir XLite,Camping,173000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
958,Theragun Mini,Fitness,181000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
959,Nathan QuickSqueeze Bottle,Running,189000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
960,Kryptonite Evolution Mini-7 Lock,Cycling,197000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
961,Coleman Skydome Tent - White,Camping,205000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
962,Bowflex SelectTech 552 Dumbbells - White,Fitness,213000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
963,ASICS Novablast 4 - White,Running,221000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
964,Lezyne Micro Drive 800XL - White,Cycling,229000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
965,YETI Rambler 26 oz Bottle - White,Camping,237000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
966,Garmin Venu 3 - White,Fitness,245000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
967,Garmin Forerunner 265 - Blue,Running,252000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
968,Wahoo ELEMNT Bolt V2 - Blue,Cycling,260000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
969,Therm-a-Rest NeoAir XLite - Blue,Camping,268000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
970,Theragun Mini - Blue,Fitness,276000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
971,Nathan QuickSqueeze Bottle - Blue,Running,284000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
972,Kryptonite Evolution Mini-7 Lock - Blue,Cycling,292000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
973,Coleman Skydome Tent - Silver,Camping,300000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
974,Bowflex SelectTech 552 Dumbbells - Silver,Fitness,308000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
975,ASICS Novablast 4 - Silver,Running,316000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
976,Lezyne Micro Drive 800XL - Silver,Cycling,324000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
977,YETI Rambler 26 oz Bottle - Silver,Camping,332000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
978,Garmin Venu 3 - Silver,Fitness,340000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
979,Garmin Forerunner 265 - Green,Running,347000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
980,Wahoo ELEMNT Bolt V2 - Green,Cycling,355000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
981,Therm-a-Rest NeoAir XLite - Green,Camping,363000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
982,Theragun Mini - Green,Fitness,371000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
983,Nathan QuickSqueeze Bottle - Green,Running,379000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
984,Kryptonite Evolution Mini-7 Lock - Green,Cycling,387000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
985,Coleman Skydome Tent - Graphite,Camping,395000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
986,Bowflex SelectTech 552 Dumbbells - Graphite,Fitness,403000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
987,ASICS Novablast 4 - Graphite,Running,411000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
988,Lezyne Micro Drive 800XL - Graphite,Cycling,419000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
989,YETI Rambler 26 oz Bottle - Graphite,Camping,427000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
990,Garmin Venu 3 - Graphite,Fitness,435000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
